Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2465,US-2020-000835,11/01/2020,11/04/2020,First Class,CG-31682,Fiona Williams,Home Office,United States,Louisville,Kentucky,40774,South,TEC-CO-7074,Technology,Copiers,Brother Copier,3169.01,5,0.05,666.61
2466,US-2022-000836,07/21/2022,07/24/2022,Standard Class,CG-25822,Laura Thomas,Corporate,United States,Saint Paul,Minnesota,72559,Central,TEC-CO-7072,Technology,Copiers,Canon ImageClass Copier,4353.08,2,0.0,1108.59
2467,US-2022-000836,07/21/2022,07/24/2022,Second Class,CG-36841,Hannah Jones,Consumer,United States,Charlotte,North Carolina,76091,South,TEC-MA-2923,Technology,Machines,Lexmark Printer,3138.72,3,0.1,-183.88
2468,US-2020-000837,05/29/2020,05/31/2020,Second Class,CG-36806,Nina Wilson,Corporate,United States,Madison,Wisconsin,85511,Central,OFF-FA-1106,Office Supplies,Fasteners,Advantus Clip Pack,533.77,4,0.1,-53.11
2469,US-2020-000837,05/29/2020,05/31/2020,First Class,CG-78577,Laura Clark,Home Office,United States,Eugene,Oregon,32372,West,OFF-LA-9864,Office Supplies,Labels,Self-Adhesive Labels,346.15,7,0.0,34.93
2470,US-2020-000837,05/29/2020,06/01/2020,Second Class,CG-69219,Laura Thomas,Home Office,United States,Provo,Utah,30608,West,TEC-CO-8586,Technology,Copiers,Brother Copier,12688.41,7,0.0,2414.92
2471,US-2020-000837,05/29/2020,06/03/2020,Second Class,CG-28822,Oscar Smith,Corporate,United States,Stamford,Connecticut,20838,East,OFF-EN-2040,Office Supplies,Envelopes,Staple Manila Envelope,108.56,4,0.0,27.11
2472,US-2020-000837,05/29/2020,06/02/2020,Second Class,CG-22511,Priya Smith,Corporate,United States,Grand Rapids,Michigan,54232,Central,TEC-MA-8988,Technology,Machines,Lexmark Printer,1120.7,8,0.4,153.36
2473,US-2020-000837,05/29/2020,05/30/2020,First Class,CG-76306,Laura Miller,Home Office,United States,Arlington,Virginia,82188,East,FUR-CH-4653,Furniture,Chairs,Global Leather Chair,7445.4,7,0.1,-7.48
2474,US-2020-000837,05/29/2020,05/29/2020,Same Day,CG-45367,Nina Wilson,Home Office,United States,Columbus,Ohio,30779,Central,OFF-FA-3769,Office Supplies,Fasteners,Advantus Clip Pack,428.85,9,0.0,142.25
2475,US-2020-000837,05/29/2020,06/03/2020,Second Class,CG-25993,Ken Williams,Consumer,United States,Richmond,Virginia,68663,East,TEC-MA-8086,Technology,Machines,Hewlett-Packard Laptop,3432.12,4,0.4,510.45
2476,US-2021-000838,02/26/2021,03/01/2021,Second Class,CG-90786,Priya Brown,Home Office,United States,Albany,New York,29097,East,TEC-MA-6015,Technology,Machines,Hewlett-Packard Laptop,9733.36,8,0.3,-797.9
2477,US-2021-000838,02/26/2021,03/03/2021,Second Class,CG-95318,Mike Allen,Corporate,United States,Hartford,Connecticut,57224,East,TEC-CO-7802,Technology,Copiers,Brother Copier,13698.96,6,0.0,4058.69
2478,US-2019-000839,10/15/2019,10/19/2019,Second Class,CG-32034,Aaron Davis,Home Office,United States,Reno,Nevada,14070,West,FUR-BO-8543,Furniture,Bookcases,Sauder Classic Bookcase,439.11,3,0.0,60.24
2479,US-2019-000839,10/15/2019,10/15/2019,Same Day,CG-76531,Priya Martin,Corporate,United States,Fort Wayne,Indiana,44219,Central,FUR-FU-2850,Furniture,Furnishings,Tenex Rug Pad,2583.86,3,0.15,676.02
2480,US-2019-000839,10/15/2019,10/18/2019,Second Class,CG-19523,Ken Jackson,Consumer,United States,Las Vegas,Nevada,49902,West,TEC-CO-4943,Technology,Copiers,Brother Copier,605.66,8,0.4,332.68
2481,US-2019-000839,10/15/2019,10/16/2019,First Class,CG-25367,Fiona Jackson,Home Office,United States,Phoenix,Arizona,18612,West,TEC-MA-8580,Technology,Machines,Brother Fax Machine,847.34,2,0.0,-69.38
2482,US-2019-000839,10/15/2019,10/15/2019,Same Day,CG-60809,Aaron Moore,Home Office,United States,Seattle,Washington,27189,West,FUR-BO-2182,Furniture,Bookcases,O'Sullivan Bookcase,964.02,2,0.2,220.04
2483,US-2020-000840,05/15/2020,05/20/2020,Second Class,CG-51250,Ethan Harris,Corporate,United States,Salt Lake City,Utah,79869,West,TEC-AC-7791,Technology,Accessories,Logitech Wireless Mouse,2772.15,5,0.0,270.8
2484,US-2021-000841,03/22/2021,03/29/2021,Standard Class,CG-84242,Mike Garcia,Consumer,United States,San Diego,California,39523,West,FUR-BO-8531,Furniture,Bookcases,Sauder Classic Bookcase,1982.61,3,0.1,-472.66
2485,US-2022-000842,01/17/2022,01/20/2022,Standard Class,CG-38223,Carlos Davis,Home Office,United States,Orlando,Florida,13918,South,TEC-PH-1080,Technology,Phones,Motorola Smartphone,833.55,5,0.15,245.64
2486,US-2022-000842,01/17/2022,01/23/2022,Standard Class,CG-74924,Greg Thomas,Home Office,United States,Newark,New Jersey,14761,East,TEC-CO-1795,Technology,Copiers,HP LaserJet Copier,15689.79,9,0.0,2071.65
2487,US-2020-000843,02/28/2020,02/29/2020,First Class,CG-24684,Priya Davis,Consumer,United States,Birmingham,Alabama,65209,South,OFF-ST-6116,Office Supplies,Storage,Fellowes Banker Box,1076.27,5,0.15,526.86
2488,US-2021-000844,01/13/2021,01/18/2021,Standard Class,CG-23172,Priya Moore,Consumer,United States,Harrisburg,Pennsylvania,26459,East,TEC-MA-4326,Technology,Machines,Canon PC Printer,419.58,3,0.05,213.79
2489,US-2020-000845,02/17/2020,02/20/2020,First Class,CG-92806,Greg Davis,Consumer,United States,Memphis,Tennessee,41307,South,TEC-PH-7289,Technology,Phones,AT&T Cordless Phone,4624.86,9,0.1,834.2
2490,US-2020-000845,02/17/2020,02/20/2020,First Class,CG-12547,Diana Wilson,Corporate,United States,San Diego,California,23365,West,FUR-FU-6907,Furniture,Furnishings,Howard Miller Clock,345.31,5,0.15,14.52
2491,US-2020-000845,02/17/2020,02/20/2020,Standard Class,CG-39510,Tina Smith,Home Office,United States,Madison,Wisconsin,57284,Central,TEC-CO-5711,Technology,Copiers,HP LaserJet Copier,1610.65,1,0.0,283.96
2492,US-2019-000846,12/13/2019,12/16/2019,Standard Class,CG-59191,Beth Harris,Home Office,United States,Fort Worth,Texas,78459,Central,TEC-PH-1259,Technology,Phones,Samsung Galaxy Phone,3374.8,2,0.2,1466.62
2493,US-2019-000846,12/13/2019,12/20/2019,Standard Class,CG-31170,Quinn Moore,Home Office,United States,Baton Rouge,Louisiana,72018,South,OFF-LA-7573,Office Supplies,Labels,Self-Adhesive Labels,210.35,7,0.0,55.54
2494,US-2019-000846,12/13/2019,12/13/2019,Same Day,CG-65702,Ken Davis,Consumer,United States,New Orleans,Louisiana,11331,South,FUR-TA-2316,Furniture,Tables,Bevis Round Table,3641.5,4,0.15,773.91
2495,US-2021-000847,02/10/2021,02/11/2021,First Class,CG-43098,Laura Smith,Consumer,United States,Milwaukee,Wisconsin,71474,Central,TEC-MA-6523,Technology,Machines,Brother Fax Machine,2486.38,5,0.1,627.96
2496,US-2021-000847,02/10/2021,02/13/2021,Standard Class,CG-29024,Greg White,Corporate,United States,Colorado Springs,Colorado,49978,West,FUR-TA-5166,Furniture,Tables,Bevis Round Table,1505.76,8,0.0,115.08
2497,US-2021-000847,02/10/2021,02/17/2021,Standard Class,CG-13251,Greg White,Home Office,United States,Cambridge,Massachusetts,17430,East,TEC-PH-8055,Technology,Phones,Motorola Smartphone,13327.12,8,0.0,-692.15
2498,US-2020-000848,08/28/2020,09/03/2020,Standard Class,CG-17765,Carlos Harris,Corporate,United States,Orlando,Florida,32735,South,FUR-TA-4312,Furniture,Tables,KI Adjustable Table,1606.14,2,0.0,-176.62
2499,US-2020-000848,08/28/2020,08/30/2020,Second Class,CG-85497,Rachel Wilson,Corporate,United States,Columbus,Ohio,74459,Central,OFF-LA-7363,Office Supplies,Labels,Avery Labels,363.36,8,0.4,-139.35
2500,US-2020-000848,08/28/2020,09/03/2020,Standard Class,CG-34632,Diana Jones,Home Office,United States,Harrisburg,Pennsylvania,63228,East,TEC-PH-9899,Technology,Phones,Cisco IP Phone,2629.93,7,0.1,386.14
2501,US-2020-000848,08/28/2020,08/28/2020,Same Day,CG-60654,Laura Johnson,Corporate,United States,Saint Paul,Minnesota,72850,Central,OFF-SU-6826,Office Supplies,Supplies,Sanford Highlighters,695.76,6,0.0,142.84
2502,US-2020-000848,08/28/2020,09/02/2020,Standard Class,CG-42481,Diana Wilson,Home Office,United States,Cambridge,Massachusetts,12046,East,TEC-AC-2962,Technology,Accessories,Targus Laptop Bag,248.1,9,0.1,71.29
2503,US-2022-000849,10/16/2022,10/20/2022,Second Class,CG-99584,Quinn Johnson,Consumer,United States,Chicago,Illinois,42258,Central,TEC-MA-2930,Technology,Machines,Brother Fax Machine,1615.73,2,0.4,577.83
2504,US-2022-000849,10/16/2022,10/19/2022,Second Class,CG-89263,Hannah Lewis,Consumer,United States,Provo,Utah,35527,West,OFF-SU-1245,Office Supplies,Supplies,Acme Stapler,1986.48,9,0.0,688.36
2505,US-2022-000849,10/16/2022,10/17/2022,First Class,CG-23710,Diana Hall,Corporate,United States,Montgomery,Alabama,70806,South,TEC-AC-3015,Technology,Accessories,Logitech Wireless Mouse,11032.74,6,0.0,4401.94
2506,US-2022-000849,10/16/2022,10/18/2022,First Class,CG-48435,Julia Davis,Consumer,United States,Cincinnati,Ohio,46352,Central,OFF-ST-5050,Office Supplies,Storage,Safco Organizer,862.01,7,0.2,15.08
2507,US-2022-000850,11/17/2022,11/20/2022,First Class,CG-58845,Priya Miller,Corporate,United States,Memphis,Tennessee,89728,South,TEC-MA-7178,Technology,Machines,Lexmark Printer,3208.38,7,0.0,-139.11
2508,US-2020-000851,06/25/2020,06/30/2020,Second Class,CG-15621,Ivan Williams,Consumer,United States,Stamford,Connecticut,90714,East,TEC-PH-7702,Technology,Phones,Motorola Smartphone,6118.14,6,0.0,2756.52
2509,US-2020-000851,06/25/2020,06/26/2020,First Class,CG-12760,Carlos Hall,Consumer,United States,Knoxville,Tennessee,95442,South,FUR-FU-9967,Furniture,Furnishings,Howard Miller Clock,913.08,7,0.0,240.08
2510,US-2019-000852,01/16/2019,01/20/2019,Second Class,CG-34390,Quinn Wilson,Corporate,United States,Trenton,New Jersey,41498,East,OFF-BI-5085,Office Supplies,Binders,Avery Binder,322.34,2,0.0,139.73
2511,US-2019-000853,06/03/2019,06/07/2019,Second Class,CG-98337,Fiona Smith,Home Office,United States,Birmingham,Alabama,67336,South,TEC-AC-3037,Technology,Accessories,Targus Laptop Bag,691.2,5,0.2,84.79
2512,US-2019-000853,06/03/2019,06/05/2019,First Class,CG-80605,Greg Williams,Corporate,United States,New Orleans,Louisiana,55063,South,FUR-TA-6717,Furniture,Tables,KI Adjustable Table,6373.36,7,0.05,-9.15
2513,US-2019-000853,06/03/2019,06/03/2019,Same Day,CG-87654,Rachel Miller,Corporate,United States,Jersey City,New Jersey,40329,East,TEC-PH-9936,Technology,Phones,Cisco IP Phone,11727.5,9,0.4,-2452.08
2514,US-2020-000854,09/02/2020,09/04/2020,First Class,CG-76466,Mike Garcia,Consumer,United States,Colorado Springs,Colorado,66828,West,TEC-PH-2122,Technology,Phones,Motorola Smartphone,1275.56,1,0.0,41.9
2515,US-2020-000854,09/02/2020,09/07/2020,Second Class,CG-18598,Carlos Clark,Consumer,United States,Savannah,Georgia,59484,South,TEC-MA-8109,Technology,Machines,Lexmark Printer,3967.01,2,0.05,904.41
2516,US-2021-000855,07/13/2021,07/16/2021,Second Class,CG-87263,Diana Williams,Corporate,United States,Arlington,Virginia,10906,East,OFF-LA-4755,Office Supplies,Labels,Avery Round Labels,26.82,9,0.0,1.41
2517,US-2021-000855,07/13/2021,07/13/2021,Same Day,CG-43432,Fiona Martin,Home Office,United States,New Haven,Connecticut,35898,East,TEC-MA-4333,Technology,Machines,Hewlett-Packard Laptop,17565.6,8,0.0,7504.62
2518,US-2021-000855,07/13/2021,07/20/2021,Standard Class,CG-19855,Carlos White,Home Office,United States,Columbus,Ohio,96397,Central,FUR-TA-1559,Furniture,Tables,Chromcraft Table,2242.1,2,0.0,-70.31
2519,US-2020-000856,05/03/2020,05/07/2020,Second Class,CG-19525,Carlos Smith,Consumer,United States,Baton Rouge,Louisiana,62909,South,FUR-FU-1235,Furniture,Furnishings,Dana Mirror,3872.49,7,0.05,170.86
2520,US-2019-000857,03/04/2019,03/06/2019,Second Class,CG-64715,Sean Davis,Home Office,United States,Louisville,Kentucky,32758,South,TEC-AC-4627,Technology,Accessories,Targus Laptop Bag,12217.47,9,0.1,5955.47
2521,US-2019-000857,03/04/2019,03/11/2019,Standard Class,CG-30350,Nina Hall,Home Office,United States,Annapolis,Maryland,94705,East,FUR-TA-6707,Furniture,Tables,Bevis Round Table,1934.52,6,0.0,396.86
2522,US-2019-000857,03/04/2019,03/07/2019,Second Class,CG-32850,Mike Martin,Corporate,United States,Denver,Colorado,92881,West,TEC-MA-2400,Technology,Machines,Hewlett-Packard Laptop,2574.72,3,0.0,1276.31
2523,US-2019-000857,03/04/2019,03/11/2019,Standard Class,CG-46626,Fiona Johnson,Corporate,United States,Nashville,Tennessee,21095,South,TEC-PH-1014,Technology,Phones,AT&T Cordless Phone,5166.0,8,0.0,2555.76
2524,US-2019-000857,03/04/2019,03/09/2019,Second Class,CG-26798,Carlos Martin,Home Office,United States,Fort Wayne,Indiana,50313,Central,OFF-FA-4507,Office Supplies,Fasteners,Advantus Clip Pack,1545.07,9,0.3,-34.98
2525,US-2019-000857,03/04/2019,03/09/2019,Second Class,CG-70187,Sean Johnson,Home Office,United States,Jacksonville,Florida,34672,South,TEC-CO-2085,Technology,Copiers,Brother Copier,8661.68,7,0.3,864.4
2526,US-2019-000857,03/04/2019,03/04/2019,Same Day,CG-19758,Carlos Clark,Home Office,United States,Henderson,Kentucky,42900,South,FUR-FU-4992,Furniture,Furnishings,Howard Miller Clock,5906.02,8,0.1,-137.37
2527,US-2020-000858,03/29/2020,03/31/2020,First Class,CG-69360,Quinn Miller,Corporate,United States,Montgomery,Alabama,78757,South,TEC-AC-6557,Technology,Accessories,Kensington Laptop Lock,8873.9,7,0.0,1758.98
2528,US-2020-000858,03/29/2020,04/01/2020,First Class,CG-84130,Mike Martin,Consumer,United States,Harrisburg,Pennsylvania,59457,East,OFF-AR-5374,Office Supplies,Art,Prang Coloring Pencils,266.41,3,0.1,105.95
2529,US-2020-000858,03/29/2020,03/31/2020,Second Class,CG-72834,Greg Garcia,Home Office,United States,Virginia Beach,Virginia,87032,East,TEC-PH-2776,Technology,Phones,Samsung Galaxy Phone,5795.14,4,0.2,2307.18
2530,US-2020-000858,03/29/2020,04/02/2020,Standard Class,CG-76575,Diana Smith,Corporate,United States,Portland,Oregon,74336,West,FUR-CH-9993,Furniture,Chairs,Office Star Chair,8623.39,9,0.15,-757.3
2531,US-2020-000858,03/29/2020,04/05/2020,Standard Class,CG-87802,Priya Thomas,Consumer,United States,Jacksonville,Florida,75855,South,TEC-AC-4848,Technology,Accessories,Logitech Wireless Mouse,1642.4,5,0.0,-68.65
2532,US-2020-000858,03/29/2020,04/02/2020,Second Class,CG-15610,Aaron Martin,Corporate,United States,Colorado Springs,Colorado,68760,West,OFF-EN-5936,Office Supplies,Envelopes,Poly String Envelope,629.56,4,0.0,129.3
2533,US-2020-000858,03/29/2020,04/03/2020,Standard Class,CG-61680,Mike Brown,Corporate,United States,Provo,Utah,51228,West,FUR-TA-1832,Furniture,Tables,Bretford Round Table,699.53,1,0.0,112.28
2534,US-2020-000858,03/29/2020,04/03/2020,Standard Class,CG-35385,Sean Williams,Consumer,United States,Colorado Springs,Colorado,63198,West,TEC-AC-5782,Technology,Accessories,Kensington Laptop Lock,7295.86,7,0.4,11.73
2535,US-2020-000858,03/29/2020,03/30/2020,First Class,CG-40165,Fiona White,Corporate,United States,Baton Rouge,Louisiana,53010,South,OFF-EN-7442,Office Supplies,Envelopes,Poly String Envelope,1156.5,7,0.3,-239.9
2536,US-2020-000859,02/03/2020,02/06/2020,Second Class,CG-92529,Julia Brown,Corporate,United States,Fort Wayne,Indiana,87120,Central,OFF-LA-2889,Office Supplies,Labels,Avery Round Labels,651.59,6,0.3,51.93
2537,US-2019-000860,02/10/2019,02/15/2019,Second Class,CG-39236,Fiona Garcia,Corporate,United States,Fort Wayne,Indiana,44091,Central,FUR-CH-2981,Furniture,Chairs,Office Star Chair,3494.88,4,0.2,379.44
2538,US-2019-000860,02/10/2019,02/12/2019,Second Class,CG-88729,Tina Allen,Home Office,United States,Columbus,Ohio,19195,Central,FUR-BO-5500,Furniture,Bookcases,O'Sullivan Bookcase,6439.77,6,0.1,1483.08
2539,US-2019-000860,02/10/2019,02/16/2019,Standard Class,CG-34318,Quinn Miller,Corporate,United States,Grand Rapids,Michigan,83009,Central,FUR-CH-7251,Furniture,Chairs,Hon Deluxe Chair,4911.1,7,0.1,-23.41
2540,US-2019-000860,02/10/2019,02/15/2019,Standard Class,CG-24307,Greg Jones,Corporate,United States,Portland,Oregon,40951,West,OFF-SU-7220,Office Supplies,Supplies,BIC Ballpoint Pens,1076.54,6,0.4,199.22
2541,US-2019-000860,02/10/2019,02/14/2019,Second Class,CG-88836,Ethan Smith,Consumer,United States,Nashville,Tennessee,71330,South,TEC-MA-6138,Technology,Machines,Canon PC Printer,3973.49,8,0.4,2239.55
2542,US-2019-000860,02/10/2019,02/12/2019,First Class,CG-44599,Diana Davis,Home Office,United States,Spokane,Washington,91864,West,OFF-PA-9656,Office Supplies,Paper,Xerox Multipurpose Paper,293.76,8,0.15,74.06
2543,US-2019-000860,02/10/2019,02/10/2019,Same Day,CG-45328,Hannah Anderson,Consumer,United States,Baton Rouge,Louisiana,88973,South,TEC-MA-4800,Technology,Machines,Canon PC Printer,2691.27,2,0.05,-199.92
2544,US-2019-000860,02/10/2019,02/13/2019,First Class,CG-16938,Ethan Martin,Corporate,United States,Madison,Wisconsin,44132,Central,OFF-AR-1873,Office Supplies,Art,Prang Coloring Pencils,780.39,6,0.05,41.06
2545,US-2019-000860,02/10/2019,02/13/2019,Standard Class,CG-88848,Diana Wilson,Consumer,United States,Cleveland,Ohio,95095,Central,TEC-MA-1898,Technology,Machines,Brother Fax Machine,1375.64,2,0.4,-321.68
2546,US-2019-000860,02/10/2019,02/14/2019,Standard Class,CG-68829,Laura Lewis,Corporate,United States,Richmond,Virginia,39935,East,OFF-AP-2886,Office Supplies,Appliances,Hoover Vacuum,142.41,1,0.3,22.11
2547,US-2019-000860,02/10/2019,02/10/2019,Same Day,CG-71563,Priya Moore,Home Office,United States,Houston,Texas,35085,Central,TEC-AC-6280,Technology,Accessories,Belkin USB Hub,4753.39,8,0.4,2414.04
2548,US-2019-000860,02/10/2019,02/10/2019,Same Day,CG-22057,Hannah Davis,Home Office,United States,Baton Rouge,Louisiana,18788,South,OFF-AR-7658,Office Supplies,Art,Prang Coloring Pencils,1682.01,9,0.15,-121.7
2549,US-2019-000860,02/10/2019,02/10/2019,Same Day,CG-80010,Tina Wilson,Consumer,United States,Seattle,Washington,35936,West,TEC-MA-5965,Technology,Machines,Lexmark Printer,13121.66,9,0.15,726.37
2550,US-2019-000860,02/10/2019,02/12/2019,First Class,CG-84320,Diana Harris,Consumer,United States,Nashville,Tennessee,50999,South,OFF-PA-5070,Office Supplies,Paper,HP Copy Paper,1399.35,6,0.05,-63.7
2551,US-2019-000860,02/10/2019,02/17/2019,Standard Class,CG-95478,Sean Garcia,Home Office,United States,Salt Lake City,Utah,33151,West,TEC-AC-9317,Technology,Accessories,Kensington Laptop Lock,417.16,1,0.0,151.6
2552,US-2019-000860,02/10/2019,02/11/2019,First Class,CG-60504,Greg Miller,Corporate,United States,Austin,Texas,92966,Central,OFF-AP-7861,Office Supplies,Appliances,Hamilton Beach Toaster,180.4,1,0.0,41.6
2553,US-2020-000861,10/09/2020,10/13/2020,Second Class,CG-11911,Nina Williams,Corporate,United States,Austin,Texas,93527,Central,OFF-AP-5372,Office Supplies,Appliances,Hoover Vacuum,502.01,3,0.2,83.29
2554,US-2020-000861,10/09/2020,10/14/2020,Second Class,CG-68859,Ivan Anderson,Consumer,United States,Baltimore,Maryland,39648,East,OFF-FA-6090,Office Supplies,Fasteners,OIC Binder Clips,271.54,1,0.0,55.2
2555,US-2020-000861,10/09/2020,10/09/2020,Same Day,CG-64285,Priya Davis,Consumer,United States,Arlington,Virginia,57710,East,TEC-MA-2070,Technology,Machines,Brother Fax Machine,62.43,2,0.3,-8.96
2556,US-2020-000861,10/09/2020,10/09/2020,Same Day,CG-28422,Rachel Wilson,Corporate,United States,Springfield,Massachusetts,66102,East,TEC-CO-8036,Technology,Copiers,HP LaserJet Copier,5615.82,3,0.0,-37.92
2557,US-2020-000861,10/09/2020,10/09/2020,Same Day,CG-98528,Ken Miller,Home Office,United States,Jersey City,New Jersey,49677,East,FUR-BO-9358,Furniture,Bookcases,O'Sullivan Bookcase,2053.65,2,0.05,267.64
2558,US-2022-000862,08/04/2022,08/05/2022,First Class,CG-54938,Oscar Anderson,Corporate,United States,Augusta,Georgia,97602,South,TEC-PH-9375,Technology,Phones,Samsung Galaxy Phone,618.24,4,0.3,-102.08
2559,US-2022-000862,08/04/2022,08/08/2022,Second Class,CG-15684,Beth Thomas,Consumer,United States,Montgomery,Alabama,91059,South,TEC-CO-7132,Technology,Copiers,Canon ImageClass Copier,15750.18,9,0.0,4495.41
2560,US-2022-000862,08/04/2022,08/06/2022,First Class,CG-64744,Oscar Jones,Corporate,United States,Dallas,Texas,17793,Central,TEC-PH-2780,Technology,Phones,Samsung Galaxy Phone,893.95,6,0.4,-6.98
2561,US-2019-000863,01/03/2019,01/05/2019,Second Class,CG-51365,Beth Hall,Home Office,United States,Grand Rapids,Michigan,39871,Central,OFF-PA-9962,Office Supplies,Paper,Xerox Multipurpose Paper,39.27,6,0.05,11.16
2562,US-2019-000863,01/03/2019,01/05/2019,Second Class,CG-85365,Greg Garcia,Corporate,United States,San Antonio,Texas,83426,Central,FUR-BO-4095,Furniture,Bookcases,Bush Westfield Bookcase,710.74,1,0.0,119.02
2563,US-2019-000863,01/03/2019,01/08/2019,Second Class,CG-28636,Laura Jackson,Home Office,United States,Eugene,Oregon,57750,West,OFF-EN-7268,Office Supplies,Envelopes,Tyvek Envelopes,2103.73,9,0.05,517.85
2564,US-2019-000863,01/03/2019,01/03/2019,Same Day,CG-40072,Oscar Lewis,Consumer,United States,Arlington,Virginia,47917,East,FUR-BO-2301,Furniture,Bookcases,Bush Westfield Bookcase,7346.93,9,0.3,-2157.7
2565,US-2019-000863,01/03/2019,01/05/2019,Second Class,CG-98978,Nina Thomas,Consumer,United States,Detroit,Michigan,76812,Central,TEC-MA-1198,Technology,Machines,Lexmark Printer,2391.87,2,0.3,313.1
2566,US-2019-000863,01/03/2019,01/05/2019,First Class,CG-93235,Greg Garcia,Corporate,United States,Provo,Utah,48316,West,OFF-AR-6232,Office Supplies,Art,Fiskars Scissors,1144.19,7,0.2,-140.24
2567,US-2019-000863,01/03/2019,01/03/2019,Same Day,CG-78210,Sean Johnson,Home Office,United States,Baton Rouge,Louisiana,17006,South,TEC-PH-1566,Technology,Phones,AT&T Cordless Phone,3657.72,3,0.0,50.67
2568,US-2019-000863,01/03/2019,01/04/2019,First Class,CG-86154,Ivan Wilson,Home Office,United States,Reno,Nevada,44039,West,OFF-SU-4115,Office Supplies,Supplies,BIC Ballpoint Pens,184.94,1,0.0,11.8
2569,US-2021-000864,09/05/2021,09/07/2021,Second Class,CG-85255,Carlos Jackson,Consumer,United States,Miami,Florida,25832,South,FUR-BO-7513,Furniture,Bookcases,O'Sullivan Bookcase,1082.36,3,0.4,-45.78
2570,US-2021-000864,09/05/2021,09/06/2021,First Class,CG-66827,Fiona Harris,Home Office,United States,Reno,Nevada,64409,West,OFF-PA-2085,Office Supplies,Paper,HP Copy Paper,1427.14,8,0.4,-307.0
2571,US-2021-000865,01/20/2021,01/22/2021,Second Class,CG-81264,Ken Garcia,Home Office,United States,Buffalo,New York,11498,East,FUR-BO-2311,Furniture,Bookcases,Hon Bookcase,6962.22,9,0.0,-1057.14
2572,US-2021-000865,01/20/2021,01/23/2021,Standard Class,CG-74525,Hannah Brown,Home Office,United States,San Antonio,Texas,59486,Central,TEC-CO-1617,Technology,Copiers,Canon ImageClass Copier,1310.14,1,0.05,-73.87
2573,US-2021-000865,01/20/2021,01/23/2021,Second Class,CG-27131,Hannah Martin,Corporate,United States,Ann Arbor,Michigan,43047,Central,OFF-ST-7238,Office Supplies,Storage,Fellowes Banker Box,114.66,7,0.0,15.65
2574,US-2021-000865,01/20/2021,01/22/2021,Second Class,CG-43506,Rachel Johnson,Consumer,United States,Phoenix,Arizona,15158,West,OFF-AR-1416,Office Supplies,Art,Fiskars Scissors,608.52,5,0.2,183.59
2575,US-2021-000865,01/20/2021,01/26/2021,Standard Class,CG-17989,Aaron Davis,Corporate,United States,Madison,Wisconsin,45576,Central,TEC-MA-9836,Technology,Machines,Brother Fax Machine,11362.97,8,0.1,1797.99
2576,US-2021-000865,01/20/2021,01/25/2021,Second Class,CG-92369,Tina Hall,Home Office,United States,Baton Rouge,Louisiana,92998,South,TEC-CO-2361,Technology,Copiers,HP LaserJet Copier,1251.19,1,0.4,405.84
2577,US-2021-000865,01/20/2021,01/25/2021,Second Class,CG-79370,Greg Smith,Consumer,United States,Fort Wayne,Indiana,51220,Central,FUR-BO-5735,Furniture,Bookcases,Sauder Classic Bookcase,1598.04,4,0.0,-166.98
2578,US-2022-000866,01/20/2022,01/22/2022,Second Class,CG-70687,Julia Williams,Corporate,United States,Los Angeles,California,30173,West,OFF-EN-5290,Office Supplies,Envelopes,Poly String Envelope,324.26,4,0.4,-6.06
2579,US-2022-000866,01/20/2022,01/23/2022,Second Class,CG-54760,Fiona Jackson,Home Office,United States,Sacramento,California,28489,West,FUR-BO-6717,Furniture,Bookcases,O'Sullivan Bookcase,997.02,2,0.2,237.83
2580,US-2022-000866,01/20/2022,01/22/2022,Second Class,CG-81314,Julia Davis,Home Office,United States,Provo,Utah,82533,West,TEC-PH-2295,Technology,Phones,Samsung Galaxy Phone,1164.28,6,0.3,-476.6
2581,US-2020-000867,10/14/2020,10/14/2020,Same Day,CG-26629,Nina Davis,Consumer,United States,San Francisco,California,68356,West,TEC-MA-1012,Technology,Machines,Hewlett-Packard Laptop,2265.63,2,0.2,1414.62
2582,US-2020-000867,10/14/2020,10/16/2020,Second Class,CG-53755,Quinn White,Home Office,United States,Jersey City,New Jersey,36473,East,OFF-ST-1204,Office Supplies,Storage,Fellowes Banker Box,116.19,1,0.15,26.49
2583,US-2020-000868,09/21/2020,09/26/2020,Standard Class,CG-71952,Oscar Harris,Corporate,United States,Springfield,Massachusetts,50745,East,TEC-CO-8644,Technology,Copiers,Canon ImageClass Copier,1988.9,3,0.1,-83.85
2584,US-2020-000868,09/21/2020,09/21/2020,Same Day,CG-38980,Aaron Allen,Corporate,United States,San Antonio,Texas,92115,Central,FUR-CH-5082,Furniture,Chairs,Global Leather Chair,798.21,1,0.0,-83.2
2585,US-2020-000868,09/21/2020,09/27/2020,Standard Class,CG-94684,Ethan Anderson,Home Office,United States,Eugene,Oregon,22792,West,TEC-MA-3307,Technology,Machines,Lexmark Printer,2267.04,5,0.2,1252.76
2586,US-2020-000868,09/21/2020,09/21/2020,Same Day,CG-21988,Quinn Williams,Home Office,United States,Saint Paul,Minnesota,99748,Central,FUR-CH-2501,Furniture,Chairs,Bretford Folding Chair,416.88,1,0.15,-72.66
